ts,wind_speed,wind_direction,pressure_kp,pressure_oo,flow_kp_in,flow_oo_out,flow_oo_in,dp_kp_os,dp_oo_os_8,dp_oo_os_9,dp_kp_oo,dp_kp_oo_by,dp_kp_oo_bz,dp_kp_oo_ca,air_density,gu_pressure_west_wall,gu_pressure_east_wall,gu_pressure_cyl_wall,gu_pressure_west_gap,gu_pressure_east_gap,gu_pressure_vsro,gu_sigma_008,gu_sigma_009,gu_sigma_kp_os
2020-07-19 02:00:00,0.51,308,-1.5,-13.2,20.833333333333332,33.33861111111111,0.0,-1.5,-13.2,-1.8,8.95,8.95,16.93,12.94,1.225,0.1969485859998743,-0.23516729087609295,-0.15460091449961236,0.1774347186694297,-0.23212754336746907,-0.24999728985420627,-0.12161587429098901,0.1742234774595219,0.29417779308584197
2020-07-23 01:00:00,1.69,268,-13.8,-22.7,22.855333333333334,24.996944444444445,3.0318333333333336,-13.8,-22.7,-30.4,10.74,10.74,16.09,13.415,1.225,3.042439691505379,-2.13221342279359,-2.5424011311319648,2.8817315398968453,-2.1180379252598764,-2.312708497013782,0.8048579517505308,2.643860420314735,4.2179036924796325
2020-07-27 00:00:00,0.89,70,4.0,-0.9,20.833805555555553,19.550555555555555,0.0,4.0,-0.9,-0.9,6.77,6.77,14.01,10.39,1.225,-0.42956215577374673,0.4226252891221589,-0.558344162380563,-0.43690728370746534,0.557130449668319,1.0081740713934966,-0.5155936349768704,-0.3950772924915553,-0.4041751342271804
2020-07-30 23:00:00,1.12,249,-7.4,-9.4,20.833194444444445,19.54611111111111,0.0,-7.4,-9.4,-12.1,6.9,6.9,15.549999999999999,11.225,1.225,1.4179248358368262,-0.8839031226310499,-0.8978073454562078,1.3379874972977222,-0.8875647140349503,-0.8785161580396756,1.3770596171870855,0.633716815274312,1.3173852645854602
2020-08-03 20:00:00,1.47,162,6.8,8.4,20.833388888888887,19.59638888888889,0.0,6.8,8.4,-0.3,7.49,7.49,13.790000000000001,10.64,1.225,5.494661441741017,-3.8977525296854254,-1.36414040247726,5.4621450539094205,-0.32639284376071553,-1.5711710393192666,-1.7980702996496516,-1.7330020237756838,-1.7169481129398463
2020-08-07 19:00:00,2.05,77,5.9,1.9,20.83386111111111,19.5525,0.0,5.9,1.9,8.7,5.31,5.31,15.41,10.36,1.225,-3.8484951304882737,2.9190353561814453,-3.174384763150235,-2.2951676179237372,3.4534521633940747,-3.0784562666661897,-2.498727972792474,-2.221757098481369,-3.500138128207823
2020-08-11 18:00:00,1.01,91,3.7,-0.2,20.83388888888889,19.490555555555556,0.0,3.7,-0.2,0.1,6.14,6.14,14.01,10.075,1.225,-0.5038229975222979,0.5740242943612319,-0.7791346442689235,-0.5135235682308003,-0.8166796844337431,0.6332275841620139,-0.5459542648462338,-0.516100216169457,-0.5235683508853991
2020-08-15 17:00:00,1.34,124,7.9,2.6,20.832694444444442,19.679444444444446,0.0,7.9,2.6,2.4,8.99,8.99,12.9,10.945,1.225,-1.0650584822578641,-2.419955713424884,-1.0740553431687987,-1.059065914081952,0.5530288255494957,-0.7608871475809128,-1.055586701709812,2.999706943793803,-1.0829694155852565
2020-08-19 16:00:00,2.96,173,9.2,19.7,20.833444444444442,19.427222222222223,0.0,9.2,19.7,6.2,7.03,7.03,14.959999999999999,10.995,1.225,-8.093364875795459,-3.5682195024189616,-5.432392993287019,-7.9353742808967915,-4.093158675681649,-17.879854636585897,-8.367191111152938,-6.379636004978174,-20.412491021080264
2020-08-23 15:00:00,2.65,186,5.6,1.9,20.833361111111113,19.52611111111111,0.0,5.6,1.9,0.5,7.63,7.63,13.580000000000002,10.605,1.225,-5.116881944423776,-4.515016438976579,-4.391556239982949,-3.8869228691613564,-2.785821171095456,-5.399571554543656,-2.1597763091015914,-3.661847962378892,-3.8457035256364116
2020-08-27 14:00:00,3.09,225,0.1,-18.2,20.83425,19.608888888888888,0.0,0.1,-18.2,-8.1,9.03,9.03,12.879999999999999,10.954999999999998,1.225,5.2831291546537305,-7.024255724198435,-5.71276912133245,5.37590241629951,-6.882143172107091,-7.167894734604563,-5.543541496426092,-0.19435878649263996,3.040244680392223
2020-08-31 13:00:00,3.91,194,6.6,0.8,20.832749999999997,19.547777777777778,0.0,6.6,0.8,3.7,7.65,7.65,14.4,11.025,1.225,-7.295845867758558,-11.252408930810976,-9.481869988079467,-4.606906447935265,-8.537076092433042,-11.805821994092486,3.0871208610301615,-6.788018913928877,-6.44491121509246
2020-11-04 11:00:00,1.31,182,8.9,-3.6,20.83380555555555,19.44472222222222,0.0,8.9,-3.6,-13.0,12.87,12.87,4.505,8.6875,1.225,-1.551250758084074,-0.9973699196960822,-1.076288154162381,-1.403241296418238,-0.5372875382496898,-1.306051917020974,-1.282460104408509,-0.9829849554646671,-1.043438496208213
2020-11-08 10:00:00,3.16,256,-8.5,-18.0,20.83311111111111,19.44388888888889,0.0,-8.5,-18.0,-21.5,13.86,13.86,5.19,9.525,1.225,10.2242512240374,-6.774463011378686,-8.441365090510502,10.05231627188011,-6.709898646926158,-6.616623290552645,9.595594937910645,6.178770290305271,10.84283636364323
2020-11-12 09:00:00,2.18,130,9.8,-12.0,20.83333333333333,19.44611111111111,0.0,9.8,-12.0,-15.0,15.02,15.02,4.45,9.735,1.225,-2.847788176488544,0.952074904097978,-2.493254091710939,-2.846341934736526,0.5257735365370162,-2.823928959423881,-2.929432276662036,-2.843941297529802,-2.890879136670926
2020-11-16 08:00:00,3.53,130,13.1,-8.1,20.83330555555555,19.44333333333333,0.0,13.1,-8.1,-10.6,14.0,14.0,4.145,9.0725,1.225,-7.46696483637869,2.496361874521187,-6.537368468858014,-7.463172757881988,1.378590072686243,-7.404405431042214,-7.681037508681496,-7.456878232974728,-7.579950305980709
2020-11-20 07:00:00,2.65,180,11.9,12.5,20.83313888888889,19.445,0.0,11.9,12.5,-18.3,15.28,15.28,3.905,9.5925,1.225,-6.900746866167972,-3.864539092206022,-4.410684407779623,-6.530264773765021,-1.905063079179077,-5.317010668692673,-6.792097233720942,-4.202825668962606,-4.484963309368861
2020-11-24 06:00:00,3.54,282,-17.4,-22.3,20.83502777777778,19.44166666666667,0.0,-17.4,-22.3,-30.0,15.05,15.05,4.805,9.9275,1.225,12.49366167215276,-8.81997718113826,-9.508636716102757,11.43076307227557,-8.66879975484905,-9.016585081840079,3.925030819326716,9.050178695700863,14.53667582038684
2020-11-28 05:00:00,1.64,220,1.2,-24.2,20.83416666666667,19.44305555555556,0.0,1.2,-24.2,-21.7,15.1,15.1,4.98,10.04,1.225,1.016366572695741,-1.85021259525522,-1.567161448872163,1.058302511558151,-1.792687590189092,-1.908457168904762,2.349081263865829,-0.2435570047770676,0.545124537104196
2021-02-02 00:00:00,0.56,256,2.4,-24.2,20.83352777777778,19.448611111111113,0.0,2.4,-24.2,-28.9,15.440000000000001,15.440000000000001,9.690000000000001,12.565000000000001,1.225,0.3210948950346628,-0.21275352511299833,-0.26510295749720525,0.3156952394309406,-0.21072586681581912,-0.20779653339982673,0.3013518038504225,0.19404566205733587,0.34052169961129203
2021-02-05 23:00:00,2.25,267,-5.3,-29.4,27.777916666666666,19.446944444444444,0.0,-5.3,-29.4,-36.3,21.75,21.75,15.65,18.7,1.225,5.305624216886818,-3.72524369358873,-4.529727550827854,5.0634388571763,-3.695081296007497,-3.99032198720218,1.7874175975764126,4.519467318171855,7.220420723592134
2021-02-09 22:00:00,0.71,160,6.1,-18.6,20.833194444444445,22.219166666666666,0.0,6.1,-18.6,-23.0,16.72,16.72,8.24,12.48,1.225,-0.40094052158371396,-0.08644401438747816,-0.32008420223480366,-0.3979771315709222,-0.07318486117666852,-0.36717923712332995,-0.4046301283290913,-0.4065825052097216,-0.39411477607215084
2021-02-13 21:00:00,3.86,315,-19.6,-32.2,27.77761111111111,19.440555555555555,0.0,-19.6,-32.2,-60.3,26.32,26.32,15.39,20.855,1.225,7.82862516856088,-14.013794604554832,-8.443906307142472,6.897273526228689,-13.861275679520826,-14.679138548602767,-8.999851660602008,8.140007239848218,12.99491556677461
